Time, sec      Calc_Charge, C   Calc_Current, A  Calc_Energy, J   Real_Charge, C   Real_Current, A  Real_Energy, J   Abs_Energy_diff, J   Rel_Energy_diff, -   
2.600000e+00   -8.568662e-01    -5.155277e-01    4.999943e-01     -8.568888e-01    -5.155014e-01    5.000000e-01     5.748858e-06         5.748891e-06         
2.800000e+00   -9.422042e-01    -3.350208e-01    4.999938e-01     -9.422223e-01    -3.349882e-01    5.000000e-01     6.191076e-06         6.191114e-06         
3.000000e+00   -9.899804e-01    -1.411581e-01    4.999934e-01     -9.899925e-01    -1.411200e-01    5.000000e-01     6.633292e-06         6.633336e-06         
3.200000e+00   -9.982902e-01    5.833174e-02     4.999929e-01     -9.982948e-01    5.837414e-02     5.000000e-01     7.075509e-06         7.075559e-06         
3.400000e+00   -9.668023e-01    2.554960e-01     4.999925e-01     -9.667982e-01    2.555411e-01     5.000000e-01     7.517725e-06         7.517781e-06         
3.600000e+00   -8.967722e-01    4.424745e-01     4.999920e-01     -8.967584e-01    4.425204e-01     5.000000e-01     7.959940e-06         7.960004e-06         
3.800000e+00   -7.909916e-01    6.118132e-01     4.999916e-01     -7.909677e-01    6.118579e-01     5.000000e-01     8.402155e-06         8.402226e-06         
4.000000e+00   -6.536776e-01    7.567614e-01     4.999912e-01     -6.536436e-01    7.568025e-01     5.000000e-01     8.844370e-06         8.844448e-06         
4.200000e+00   -4.903044e-01    8.715406e-01     4.999907e-01     -4.902608e-01    8.715758e-01     5.000000e-01     9.286585e-06         9.286671e-06         
4.400000e+00   -3.073849e-01    9.515750e-01     4.999903e-01     -3.073329e-01    9.516021e-01     5.000000e-01     9.728799e-06         9.728893e-06         
4.600000e+00   -1.122115e-01    9.936741e-01     4.999898e-01     -1.121525e-01    9.936910e-01     5.000000e-01     1.017101e-05         1.017112e-05         
4.800000e+00   8.743521e-02     9.961596e-01     4.999894e-01     8.749898e-02     9.961646e-01     5.000000e-01     1.061323e-05         1.061334e-05         
5.000000e+00   2.835960e-01     9.589323e-01     4.999889e-01     2.836622e-01     9.589243e-01     5.000000e-01     1.105544e-05         1.105556e-05         
5.200000e+00   4.684509e-01     8.834765e-01     4.999885e-01     4.685167e-01     8.834547e-01     5.000000e-01     1.149765e-05         1.149778e-05         
5.400000e+00   6.346305e-01     7.728003e-01     4.999881e-01     6.346929e-01     7.727645e-01     5.000000e-01     1.193986e-05         1.194001e-05         
5.600000e+00   7.755098e-01     6.313159e-01     4.999876e-01     7.755659e-01     6.312666e-01     5.000000e-01     1.238207e-05         1.238223e-05         
5.800000e+00   8.854727e-01     4.646637e-01     4.999872e-01     8.855195e-01     4.646022e-01     5.000000e-01     1.282429e-05         1.282445e-05         
6.000000e+00   9.601355e-01     2.794875e-01     4.999867e-01     9.601703e-01     2.794155e-01     5.000000e-01     1.326650e-05         1.326667e-05         
6.200000e+00   9.965217e-01     8.316947e-02     4.999863e-01     9.965421e-01     8.308940e-02     5.000000e-01     1.370871e-05         1.370889e-05         
6.400000e+00   9.931807e-01     -1.164640e-01    4.999858e-01     9.931849e-01     -1.165492e-01    5.000000e-01     1.415092e-05         1.415112e-05         
6.600000e+00   9.502457e-01     -3.114544e-01    4.999854e-01     9.502326e-01     -3.115414e-01    5.000000e-01     1.459313e-05         1.459334e-05         
6.800000e+00   8.694286e-01     -4.940282e-01    4.999850e-01     8.693975e-01     -4.941134e-01    5.000000e-01     1.503534e-05         1.503556e-05         
7.000000e+00   7.539510e-01     -6.569071e-01    4.999845e-01     7.539023e-01     -6.569866e-01    5.000000e-01     1.547755e-05         1.547778e-05         
7.200000e+00   6.084167e-01     -7.935977e-01    4.999841e-01     6.083513e-01     -7.936679e-01    5.000000e-01     1.591975e-05         1.592001e-05         
7.400000e+00   4.386276e-01     -8.986507e-01    4.999836e-01     4.385473e-01     -8.987081e-01    5.000000e-01     1.636196e-05         1.636223e-05         
7.600000e+00   2.513523e-01     -9.678783e-01    4.999832e-01     2.512598e-01     -9.679197e-01    5.000000e-01     1.680417e-05         1.680445e-05         
7.800000e+00   5.405686e-02     -9.985206e-01    4.999828e-01     5.395542e-02     -9.985433e-01    5.000000e-01     1.724638e-05         1.724667e-05         
8.000000e+00   -1.453934e-01    -9.893560e-01    4.999823e-01     -1.455000e-01    -9.893582e-01    5.000000e-01     1.768858e-05         1.768890e-05         
8.200000e+00   -3.390473e-01    -9.407500e-01    4.999819e-01     -3.391549e-01    -9.407306e-01    5.000000e-01     1.813079e-05         1.813112e-05         
8.400000e+00   -5.191847e-01    -8.546404e-01    4.999814e-01     -5.192887e-01    -8.545989e-01    5.000000e-01     1.857300e-05         1.857334e-05         
8.600000e+00   -6.786241e-01    -7.344598e-01    4.999810e-01     -6.787200e-01    -7.343971e-01    5.000000e-01     1.901520e-05         1.901556e-05         
8.800000e+00   -8.110096e-01    -5.849996e-01    4.999805e-01     -8.110930e-01    -5.849172e-01    5.000000e-01     1.945741e-05         1.945779e-05         
9.000000e+00   -9.110634e-01    -4.122181e-01    4.999801e-01     -9.111303e-01    -4.121185e-01    5.000000e-01     1.989961e-05         1.990001e-05         
9.200000e+00   -9.747968e-01    -2.230033e-01    4.999797e-01     -9.748436e-01    -2.228899e-01    5.000000e-01     2.034182e-05         2.034223e-05         
9.400000e+00   -9.996692e-01    -2.489842e-02    4.999792e-01     -9.996930e-01    -2.477543e-02    5.000000e-01     2.078402e-05         2.078445e-05         
9.600000e+00   -9.846889e-01    1.741988e-01     4.999788e-01     -9.846879e-01    1.743268e-01     5.000000e-01     2.122623e-05         2.122668e-05         
9.800000e+00   -9.304533e-01    3.663513e-01     4.999783e-01     -9.304263e-01    3.664791e-01     5.000000e-01     2.166843e-05         2.166890e-05         
1.000000e+01   -8.391245e-01    5.438988e-01     4.999779e-01     -8.390715e-01    5.440211e-01     5.000000e-01     2.211063e-05         2.211112e-05         
1.020000e+01   -7.143434e-01    6.997631e-01     4.999774e-01     -7.142657e-01    6.998747e-01     5.000000e-01     2.255283e-05         2.255334e-05         
1.040000e+01   -5.610845e-01    8.277307e-01     4.999770e-01     -5.609843e-01    8.278265e-01     5.000000e-01     2.299504e-05         2.299557e-05         
1.060000e+01   -3.854577e-01    9.227001e-01     4.999766e-01     -3.853382e-01    9.227754e-01     5.000000e-01     2.343724e-05         2.343779e-05         
1.080000e+01   -1.944645e-01    9.808852e-01     4.999761e-01     -1.943299e-01    9.809362e-01     5.000000e-01     2.387944e-05         2.388001e-05         
1.100000e+01   4.281018e-03     9.999665e-01     4.999757e-01     4.425698e-03     9.999902e-01     5.000000e-01     2.432164e-05         2.432223e-05         
1.120000e+01   2.028557e-01     9.791834e-01     4.999752e-01     2.030049e-01     9.791777e-01     5.000000e-01     2.476384e-05         2.476446e-05         
1.140000e+01   3.933432e-01     9.193643e-01     4.999748e-01     3.934909e-01     9.193285e-01     5.000000e-01     2.520604e-05         2.520668e-05         
1.160000e+01   5.681496e-01     8.228941e-01     4.999744e-01     5.682896e-01     8.228286e-01     5.000000e-01     2.564824e-05         2.564890e-05         
1.180000e+01   7.203061e-01     6.936187e-01     4.999739e-01     7.204325e-01     6.935251e-01     5.000000e-01     2.609044e-05         2.609112e-05         
1.200000e+01   8.437469e-01     5.366918e-01     4.999735e-01     8.438540e-01     5.365729e-01     5.000000e-01     2.653264e-05         2.653335e-05         
1.220000e+01   9.335510e-01     3.583693e-01     4.999730e-01     9.336336e-01     3.582293e-01     5.000000e-01     2.697484e-05         2.697557e-05         
1.240000e+01   9.861383e-01     1.657604e-01     4.999726e-01     9.861923e-01     1.656042e-01     5.000000e-01     2.741704e-05         2.741779e-05         
1.260000e+01   9.994123e-01     -3.345660e-02    4.999721e-01     9.994346e-01     -3.362305e-02    5.000000e-01     2.785924e-05         2.786001e-05         
1.280000e+01   9.728440e-01     -2.313396e-01    4.999717e-01     9.728326e-01     -2.315098e-01    5.000000e-01     2.830143e-05         2.830223e-05         
1.300000e+01   9.074925e-01     -4.199999e-01    4.999713e-01     9.074468e-01     -4.201670e-01    5.000000e-01     2.874363e-05         2.874446e-05         
1.320000e+01   8.059631e-01     -5.919164e-01    4.999708e-01     8.058840e-01     -5.920735e-01    5.000000e-01     2.918583e-05         2.918668e-05         
1.340000e+01   6.723035e-01     -7.402356e-01    4.999704e-01     6.721931e-01     -7.403759e-01    5.000000e-01     2.962802e-05         2.962890e-05         
1.360000e+01   5.118422e-01     -8.590445e-01    4.999699e-01     5.117040e-01     -8.591618e-01    5.000000e-01     3.007022e-05         3.007112e-05         
1.380000e+01   3.309759e-01     -9.436069e-01    4.999695e-01     3.308149e-01     -9.436957e-01    5.000000e-01     3.051242e-05         3.051335e-05         
1.400000e+01   1.369153e-01     -9.905515e-01    4.999690e-01     1.367372e-01     -9.906074e-01    5.000000e-01     3.095461e-05         3.095557e-05         
1.420000e+01   -6.260349e-02    -9.980070e-01    4.999686e-01     -6.279172e-02    -9.980267e-01    5.000000e-01     3.139681e-05         3.139779e-05         
1.440000e+01   -2.596263e-01    -9.656762e-01    4.999682e-01     -2.598174e-01    -9.656578e-01    5.000000e-01     3.183900e-05         3.184001e-05         
1.460000e+01   -4.462988e-01    -8.948479e-01    4.999677e-01     -4.464849e-01    -8.947912e-01    5.000000e-01     3.228119e-05         3.228224e-05         
1.480000e+01   -6.151790e-01    -7.883460e-01    4.999673e-01     -6.153525e-01    -7.882521e-01    5.000000e-01     3.272339e-05         3.272446e-05         
1.500000e+01   -7.595345e-01    -6.504160e-01    4.999668e-01     -7.596879e-01    -6.502878e-01    5.000000e-01     3.316558e-05         3.316668e-05         
1.520000e+01   -8.736104e-01    -4.865569e-01    4.999664e-01     -8.737370e-01    -4.863987e-01    5.000000e-01     3.360777e-05         3.360890e-05         
1.540000e+01   -9.528591e-01    -3.033009e-01    4.999660e-01     -9.529529e-01    -3.031184e-01    5.000000e-01     3.404997e-05         3.405113e-05         
1.560000e+01   -9.941212e-01    -1.079538e-01    4.999655e-01     -9.941776e-01    -1.077537e-01    5.000000e-01     3.449216e-05         3.449335e-05         
1.580000e+01   -9.957519e-01    9.169686e-02     4.999651e-01     -9.957676e-01    9.190685e-02     5.000000e-01     3.493435e-05         3.493557e-05         
1.600000e+01   -9.576861e-01    2.876917e-01     4.999646e-01     -9.576595e-01    2.879033e-01     5.000000e-01     3.537654e-05         3.537779e-05         
1.620000e+01   -8.814415e-01    4.722174e-01     4.999642e-01     -8.813725e-01    4.724220e-01     5.000000e-01     3.581873e-05         3.582002e-05         
1.640000e+01   -7.700576e-01    6.379176e-01     4.999637e-01     -7.699480e-01    6.381067e-01     5.000000e-01     3.626092e-05         3.626224e-05         
1.660000e+01   -6.279748e-01    7.781865e-01     4.999633e-01     -6.278280e-01    7.783521e-01     5.000000e-01     3.670311e-05         3.670446e-05         
1.680000e+01   -4.608574e-01    8.874323e-01     4.999629e-01     -4.606786e-01    8.875670e-01     5.000000e-01     3.714530e-05         3.714668e-05         
1.700000e+01   -2.753678e-01    9.612999e-01     4.999624e-01     -2.751633e-01    9.613975e-01     5.000000e-01     3.758749e-05         3.758891e-05         
1.720000e+01   -7.890056e-02    9.968443e-01     4.999620e-01     -7.867819e-02    9.969001e-01     5.000000e-01     3.802968e-05         3.803113e-05         
1.740000e+01   1.207119e-01     9.926488e-01     4.999615e-01     1.209436e-01     9.926594e-01     5.000000e-01     3.847187e-05         3.847335e-05         
1.760000e+01   3.155120e-01     9.488806e-01     4.999611e-01     3.157438e-01     9.488445e-01     5.000000e-01     3.891406e-05         3.891557e-05         
1.780000e+01   4.977337e-01     8.672845e-01     4.999606e-01     4.979562e-01     8.672022e-01     5.000000e-01     3.935625e-05         3.935780e-05         
1.800000e+01   6.601127e-01     7.511135e-01     4.999602e-01     6.603167e-01     7.509872e-01     5.000000e-01     3.979843e-05         3.980002e-05         
1.820000e+01   7.961757e-01     6.049990e-01     4.999598e-01     7.963525e-01     6.048328e-01     5.000000e-01     4.024062e-05         4.024224e-05         
1.840000e+01   9.004984e-01     4.347657e-01     4.999593e-01     9.006402e-01     4.345656e-01     5.000000e-01     4.068281e-05         4.068446e-05         
1.860000e+01   9.689219e-01     2.472004e-01     4.999589e-01     9.690222e-01     2.469737e-01     5.000000e-01     4.112499e-05         4.112668e-05         
1.880000e+01   9.987186e-01     4.978036e-02     4.999584e-01     9.987724e-01     4.953564e-02     5.000000e-01     4.156718e-05         4.156891e-05         
1.900000e+01   9.887005e-01     -1.496240e-01    4.999580e-01     9.887046e-01     -1.498772e-01    5.000000e-01     4.200936e-05         4.201113e-05         
1.920000e+01   9.392671e-01     -3.430633e-01    4.999575e-01     9.392203e-01     -3.433149e-01    5.000000e-01     4.245155e-05         4.245335e-05         
1.940000e+01   8.523891e-01     -5.228260e-01    4.999571e-01     8.522923e-01     -5.230658e-01    5.000000e-01     4.289373e-05         4.289557e-05         
1.960000e+01   7.315300e-01     -6.817456e-01    4.999567e-01     7.313861e-01     -6.819636e-01    5.000000e-01     4.333592e-05         4.333780e-05         
1.980000e+01   5.815081e-01     -8.134868e-01    4.999562e-01     5.813218e-01     -8.136737e-01    5.000000e-01     4.377810e-05         4.378002e-05         
2.000000e+01   4.083040e-01     -9.127976e-01    4.999558e-01     4.080821e-01     -9.129453e-01    5.000000e-01     4.422029e-05         4.422224e-05         
2.020000e+01   2.188227e-01     -9.757189e-01    4.999553e-01     2.185734e-01     -9.758205e-01    5.000000e-01     4.466247e-05         4.466446e-05         
2.040000e+01   2.061798e-02     -9.997423e-01    4.999549e-01     2.035084e-02     -9.997929e-01    5.000000e-01     4.510465e-05         4.510669e-05         
2.060000e+01   -1.784085e-01    -9.839102e-01    4.999545e-01     -1.786830e-01    -9.839067e-01    5.000000e-01     4.554683e-05         4.554891e-05         
2.080000e+01   -3.703224e-01    -9.288538e-01    4.999540e-01     -3.705933e-01    -9.287952e-01    5.000000e-01     4.598902e-05         4.599113e-05         
2.100000e+01   -5.474729e-01    -8.367679e-01    4.999536e-01     -5.477293e-01    -8.366556e-01    5.000000e-01     4.643120e-05         4.643335e-05         
2.120000e+01   -7.027978e-01    -7.113237e-01    4.999531e-01     -7.030290e-01    -7.111612e-01    5.000000e-01     4.687338e-05         4.687558e-05         
2.140000e+01   -8.301050e-01    -5.575222e-01    4.999527e-01     -8.303011e-01    -5.573151e-01    5.000000e-01     4.731556e-05         4.731780e-05         
2.160000e+01   -9.243194e-01    -3.814947e-01    4.999522e-01     -9.244718e-01    -3.812505e-01    5.000000e-01     4.775774e-05         4.776002e-05         
2.180000e+01   -9.816849e-01    -1.902588e-01    4.999518e-01     -9.817867e-01    -1.899867e-01    5.000000e-01     4.819992e-05         4.820224e-05         
2.200000e+01   -9.999147e-01    8.561750e-03     4.999514e-01     -9.999608e-01    8.851309e-03     5.000000e-01     4.864210e-05         4.864447e-05         
2.220000e+01   -9.782821e-01    2.070408e-01     4.999509e-01     -9.782697e-01    2.073364e-01     5.000000e-01     4.908428e-05         4.908669e-05         
2.240000e+01   -9.176496e-01    3.972658e-01     4.999505e-01     -9.175781e-01    3.975557e-01     5.000000e-01     4.952646e-05         4.952891e-05         
2.260000e+01   -8.204343e-01    5.716534e-01     4.999500e-01     -8.203055e-01    5.719257e-01     5.000000e-01     4.996864e-05         4.997113e-05         
2.280000e+01   -6.905118e-01    7.232514e-01     4.999496e-01     -6.903299e-01    7.234948e-01     5.000000e-01     5.041081e-05         5.041336e-05         
2.300000e+01   -5.330617e-01    8.460163e-01     4.999491e-01     -5.328330e-01    8.462204e-01     5.000000e-01     5.085299e-05         5.085558e-05         
2.320000e+01   -3.543608e-01    9.350539e-01     4.999487e-01     -3.540938e-01    9.352099e-01     5.000000e-01     5.129517e-05         5.129780e-05         
2.340000e+01   -1.615331e-01    9.868149e-01     4.999483e-01     -1.612380e-01    9.869156e-01     5.000000e-01     5.173735e-05         5.174002e-05         
2.360000e+01   3.773398e-02     9.992356e-01     4.999478e-01     3.804591e-02     9.992760e-01     5.000000e-01     5.217952e-05         5.218225e-05         
2.380000e+01   2.354966e-01     9.718210e-01     4.999474e-01     2.358130e-01     9.717984e-01     5.000000e-01     5.262170e-05         5.262447e-05         
2.400000e+01   4.238708e-01     9.056641e-01     4.999469e-01     4.241790e-01     9.055784e-01     5.000000e-01     5.306387e-05         5.306669e-05         
2.420000e+01   5.953469e-01     8.034021e-01     4.999465e-01     5.956343e-01     8.032557e-01     5.000000e-01     5.350605e-05         5.350891e-05         
2.440000e+01   7.430889e-01     6.691121e-01     4.999461e-01     7.433436e-01     6.689098e-01     5.000000e-01     5.394822e-05         5.395113e-05         
2.460000e+01   8.612069e-01     5.081474e-01     4.999456e-01     8.614180e-01     5.078966e-01     5.000000e-01     5.439040e-05         5.439336e-05         
2.480000e+01   9.449922e-01     3.269253e-01     4.999452e-01     9.451505e-01     3.266351e-01     5.000000e-01     5.483257e-05         5.483558e-05         
2.500000e+01   9.911045e-01     1.326701e-01     4.999447e-01     9.912028e-01     1.323518e-01     5.000000e-01     5.527475e-05         5.527780e-05         
2.520000e+01   9.977056e-01     -6.687388e-02    4.999443e-01     9.977390e-01     -6.720807e-02    5.000000e-01     5.571692e-05         5.572002e-05         
2.540000e+01   9.645324e-01     -2.637517e-01    4.999438e-01     9.644984e-01     -2.640885e-01    5.000000e-01     5.615909e-05         5.616225e-05         
2.560000e+01   8.929074e-01     -4.501147e-01    4.999434e-01     8.928064e-01     -4.504406e-01    5.000000e-01     5.660127e-05         5.660447e-05         
2.580000e+01   7.856860e-01     -6.185333e-01    4.999430e-01     7.855210e-01     -6.188350e-01    5.000000e-01     5.704344e-05         5.704669e-05         
2.600000e+01   6.471427e-01     -7.622935e-01    4.999425e-01     6.469193e-01     -7.625585e-01    5.000000e-01     5.748561e-05         5.748891e-05         
2.620000e+01   4.828006e-01     -8.756641e-01    4.999421e-01     4.825270e-01     -8.758811e-01    5.000000e-01     5.792778e-05         5.793114e-05         
2.640000e+01   2.992115e-01     -9.541256e-01    4.999416e-01     2.988979e-01     -9.542851e-01    5.000000e-01     5.836995e-05         5.837336e-05         
2.660000e+01   1.036943e-01     -9.945501e-01    4.999412e-01     1.033527e-01     -9.946448e-01    5.000000e-01     5.881212e-05         5.881558e-05         
2.680000e+01   -9.595662e-02    -9.953260e-01    4.999407e-01     -9.631292e-02    -9.953511e-01    5.000000e-01     5.925429e-05         5.925780e-05         
2.700000e+01   -2.917820e-01    -9.564224e-01    4.999403e-01     -2.921388e-01    -9.563759e-01    5.000000e-01     5.969646e-05         5.970003e-05         
2.720000e+01   -4.759751e-01    -8.793904e-01    4.999399e-01     -4.763180e-01    -8.792731e-01    5.000000e-01     6.013863e-05         6.014225e-05         
2.740000e+01   -6.411928e-01    -7.673008e-01    4.999394e-01     -6.415080e-01    -7.671164e-01    5.000000e-01     6.058080e-05         6.058447e-05         
2.760000e+01   -7.808488e-01    -6.246223e-01    4.999390e-01     -7.811230e-01    -6.243771e-01    5.000000e-01     6.102297e-05         6.102669e-05         
2.780000e+01   -8.893755e-01    -4.570429e-01    4.999385e-01     -8.895972e-01    -4.567460e-01    5.000000e-01     6.146514e-05         6.146892e-05         
2.800000e+01   -9.624465e-01    -2.712432e-01    4.999381e-01     -9.626059e-01    -2.709058e-01    5.000000e-01     6.190731e-05         6.191114e-05         
2.820000e+01   -9.971487e-01    -7.463041e-02    4.999377e-01     -9.972385e-01    -7.426545e-02    5.000000e-01     6.234947e-05         6.235336e-05         
2.840000e+01   -9.920988e-01    1.249574e-01     4.999372e-01     -9.921144e-01    1.253356e-01     5.000000e-01     6.279164e-05         6.279558e-05         
2.860000e+01   -9.474981e-01    3.195636e-01     4.999368e-01     -9.474378e-01    3.199400e-01     5.000000e-01     6.323381e-05         6.323781e-05         
2.880000e+01   -8.651247e-01    5.014299e-01     4.999363e-01     -8.649899e-01    5.017893e-01     5.000000e-01     6.367597e-05         6.368003e-05         
2.900000e+01   -7.482624e-01    6.633062e-01     4.999359e-01     -7.480575e-01    6.636339e-01     5.000000e-01     6.411814e-05         6.412225e-05         
2.920000e+01   -6.015703e-01    7.987391e-01     4.999354e-01     -6.013025e-01    7.990215e-01     5.000000e-01     6.456030e-05         6.456447e-05         
2.940000e+01   -4.308961e-01    9.023295e-01     4.999350e-01     -4.305754e-01    9.025546e-01     5.000000e-01     6.500247e-05         6.500670e-05         
2.960000e+01   -2.430441e-01    9.699478e-01     4.999346e-01     -2.426826e-01    9.701057e-01     5.000000e-01     6.544463e-05         6.544892e-05         
2.980000e+01   -4.550316e-02    9.988982e-01     4.999341e-01     -4.511489e-02    9.989818e-01     5.000000e-01     6.588680e-05         6.589114e-05         
3.000000e+01   1.538517e-01     9.880268e-01     4.999337e-01     1.542514e-01     9.880316e-01     5.000000e-01     6.632896e-05         6.633336e-05         
3.020000e+01   3.470729e-01     9.377670e-01     4.999332e-01     3.474683e-01     9.376917e-01     5.000000e-01     6.677113e-05         6.677558e-05         
3.040000e+01   5.264576e-01     8.501223e-01     4.999328e-01     5.268326e-01     8.499690e-01     5.000000e-01     6.721329e-05         6.721781e-05         
3.060000e+01   6.848545e-01     7.285870e-01     4.999323e-01     6.851938e-01     7.283608e-01     5.000000e-01     6.765545e-05         6.766003e-05         
3.080000e+01   8.159490e-01     5.780061e-01     4.999319e-01     8.162385e-01     5.777150e-01     5.000000e-01     6.809761e-05         6.810225e-05         
3.100000e+01   9.145150e-01     4.043826e-01     4.999315e-01     9.147424e-01     4.040376e-01     5.000000e-01     6.853978e-05         6.854447e-05         
3.120000e+01   9.766230e-01     2.146383e-01     4.999310e-01     9.767783e-01     2.142525e-01     5.000000e-01     6.898194e-05         6.898670e-05         
3.140000e+01   9.997971e-01     1.633738e-02     4.999306e-01     9.998732e-01     1.592586e-02     5.000000e-01     6.942410e-05         6.942892e-05         
3.160000e+01   9.831135e-01     -1.826146e-01    4.999301e-01     9.831063e-01     -1.830357e-01    5.000000e-01     6.986626e-05         6.987114e-05         
3.180000e+01   9.272373e-01     -3.742864e-01    4.999297e-01     9.271460e-01     -3.747003e-01    5.000000e-01     7.030842e-05         7.031336e-05         
3.200000e+01   8.343962e-01     -5.510368e-01    4.999292e-01     8.342234e-01     -5.514267e-01    5.000000e-01     7.075058e-05         7.075559e-05         
3.220000e+01   7.082912e-01     -7.058195e-01    4.999288e-01     7.080429e-01     -7.061695e-01    5.000000e-01     7.119274e-05         7.119781e-05         
3.240000e+01   5.539498e-01     -8.324640e-01    4.999284e-01     5.536349e-01     -8.327595e-01    5.000000e-01     7.163490e-05         7.164003e-05         
3.260000e+01   3.775249e-01     -9.259216e-01    4.999279e-01     3.771553e-01     -9.261500e-01    5.000000e-01     7.207706e-05         7.208225e-05         
3.280000e+01   1.860498e-01     -9.824665e-01    4.999275e-01     1.856397e-01     -9.826179e-01    5.000000e-01     7.251922e-05         7.252448e-05         
3.300000e+01   -1.284212e-02    -9.998446e-01    4.999270e-01     -1.327675e-02    -9.999119e-01    5.000000e-01     7.296138e-05         7.296670e-05         
3.320000e+01   -2.112219e-01    -9.773630e-01    4.999266e-01     -2.116639e-01    -9.773425e-01    5.000000e-01     7.340353e-05         7.340892e-05         
3.340000e+01   -4.011810e-01    -9.159182e-01    4.999262e-01     -4.016127e-01    -9.158096e-01    5.000000e-01     7.384569e-05         7.385114e-05         
3.360000e+01   -5.751466e-01    -8.179596e-01    4.999257e-01     -5.755505e-01    -8.177663e-01    5.000000e-01     7.428785e-05         7.429337e-05         
3.380000e+01   -7.261833e-01    -6.873925e-01    4.999253e-01     -7.265429e-01    -6.871211e-01    5.000000e-01     7.473000e-05         7.473559e-05         
3.400000e+01   -8.482700e-01    -5.294220e-01    4.999248e-01     -8.485703e-01    -5.290827e-01    5.000000e-01     7.517216e-05         7.517781e-05         
3.420000e+01   -9.365396e-01    -3.503459e-01    4.999244e-01     -9.367679e-01    -3.499514e-01    5.000000e-01     7.561432e-05         7.562003e-05         
3.440000e+01   -9.874733e-01    -1.573031e-01    4.999239e-01     -9.876195e-01    -1.568686e-01    5.000000e-01     7.605647e-05         7.606226e-05         
3.460000e+01   -9.990406e-01    4.201047e-02     4.999235e-01     -9.990978e-01    4.246803e-02     5.000000e-01     7.649863e-05         7.650448e-05         
3.480000e+01   -9.707803e-01    2.396491e-01     4.999231e-01     -9.707453e-01    2.401116e-01     5.000000e-01     7.694078e-05         7.694670e-05         
3.500000e+01   -9.038191e-01    4.277338e-01     4.999226e-01     -9.036922e-01    4.281827e-01     5.000000e-01     7.738293e-05         7.738892e-05         
3.520000e+01   -8.008266e-01    5.987664e-01     4.999222e-01     -8.006118e-01    5.991834e-01     5.000000e-01     7.782509e-05         7.783115e-05         
3.540000e+01   -6.659085e-01    7.459285e-01     4.999217e-01     -6.656135e-01    7.462967e-01     5.000000e-01     7.826724e-05         7.827337e-05         
3.560000e+01   -5.044436e-01    8.633535e-01     4.999213e-01     -5.040792e-01    8.636574e-01     5.000000e-01     7.870939e-05         7.871559e-05         
3.580000e+01   -3.228688e-01    9.463601e-01     4.999208e-01     -3.224490e-01    9.465868e-01     5.000000e-01     7.915155e-05         7.915781e-05         
3.600000e+01   -1.284227e-01    9.916393e-01     4.999204e-01     -1.279637e-01    9.917789e-01     5.000000e-01     7.959370e-05         7.960004e-05         
3.620000e+01   7.114284e-02     9.973859e-01     4.999200e-01     7.162311e-02     9.974318e-01     5.000000e-01     8.003585e-05         8.004226e-05         
3.640000e+01   2.678721e-01     9.633710e-01     4.999195e-01     2.683545e-01     9.633202e-01     5.000000e-01     8.047800e-05         8.048448e-05         
3.660000e+01   4.539222e-01     8.909505e-01     4.999191e-01     4.543875e-01     8.908041e-01     5.000000e-01     8.092015e-05         8.092670e-05         
